Event,Average Age
"Wrestling Men's Bantamweight, Greco-Roman, Wrestling Men's Featherweight, Freestyle",22.0
"Wrestling Men's Bantamweight, Freestyle, Wrestling Men's Flyweight, Freestyle",22.0
"Cycling Women's Sprint, Speed Skating Women's 500 metres",22.0
"Athletics Men's 4 x 100 metres Relay, Athletics Men's 4 x 400 metres Relay, Athletics Men's 800 metres",22.0
"Biathlon Men's 20 kilometres, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay",22.0
"Wrestling Men's Bantamweight, Freestyle, Wrestling Men's Featherweight, Freestyle, Wrestling Men's Flyweight, Freestyle",22.0
"Alpine Skiing Women's Combined, Alpine Skiing Women's Super G",22.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 100 metres Butterfly, Swimming Women's 100 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 50 metres Freestyle",22.0
"Shooting Men's Free Pistol, 50 metres, Shooting Men's Free Rifle, Three Positions, 300 metres, Shooting Men's Rapid-Fire Pistol, 25 metres, Shooting Men's Small-Bore Rifle, Prone, 50 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",22.0
"Athletics Men's 110 metres Hurdles, Athletics Men's Discus Throw, Athletics Men's Discus Throw, Greek Style, Athletics Men's Shot Put",22.0
"Athletics Men's 10,000 metres, Athletics Men's 3,000 metres, Team, Athletics Men's 5,000 metres, Athletics Men's Cross-Country, Individual, Athletics Men's Cross-Country, Team, Athletics Men's Marathon",22.0
"Shooting Men's Air Rifle, 10 metres, Shooting Mixed Small-Bore Rifle, Prone, 50 metres, Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",22.0
"Athletics Women's Heptathlon, Athletics Women's High Jump",22.0
"Cycling Women's Keirin, Cycling Women's Sprint, Cycling Women's Team Sprint, Speed Skating Women's 1,000 metres, Speed Skating Women's 1,500 metres, Speed Skating Women's 500 metres",22.0
"Wrestling Men's Bantamweight, Greco-Roman, Wrestling Men's Featherweight, Greco-Roman, Wrestling Men's Flyweight, Greco-Roman",22.0
"Athletics Men's 1,500 metres, Athletics Men's 3 mile, Team",22.0
"Weightlifting Women's Light-Heavyweight, Weightlifting Women's Middleweight",22.0
"Swimming Women's 200 metres Backstroke, Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Freestyle",22.0
"Gymnastics Men's Floor Exercise, Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Rings, Gymnastics Men's Team All-Around",22.0
"Football Men's Football, Weightlifting Men's Bantamweight",22.0
"Athletics Men's 1,500 metres, Athletics Men's 3,000 metres Steeplechase, Athletics Men's 5,000 metres, Athletics Men's 800 metres",22.0
"Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 400 metres Freestyle, Synchronized Swimming Women's Duet, Synchronized Swimming Women's Solo",22.0
"Biathlon Women's 10 kilometres Pursuit, Biathlon Women's 15 kilometres, Biathlon Women's 4 x 6 kilometres Relay, Biathlon Women's 7.5 kilometres Sprint, Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's Team Sprint",22.0
Gymnastics Men's Rope Climbing,22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit",22.0
"Cycling Men's Team Sprint, Speed Skating Men's 1,000 metres, Speed Skating Men's 1,500 metres, Speed Skating Men's 500 metres",22.0
"Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse",22.0
"Wrestling Men's Featherweight, Greco-Roman, Wrestling Men's Flyweight, Greco-Roman, Wrestling Men's Lightweight, Greco-Roman",22.0
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Butterfly, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay",22.0
"Archery Women's Individual, Canoeing Women's Kayak Doubles, 500 metres, Handball Women's Handball",22.0
"Basketball Women's Basketball, Softball Women's Softball",22.0
"Badminton Men's Doubles, Badminton Mixed Doubles, Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Horse Vault, Gymnastics Women's Individual All-Around, Gymnastics Women's Team All-Around, Gymnastics Women's Uneven Bars",22.0
"Volleyball Men's Volleyball, Weightlifting Men's Super-Heavyweight",22.0
"Badminton Men's Singles, Basketball Men's Basketball, Rowing Men's Coxless Fours",22.0
"Athletics Men's 110 metres Hurdles, Athletics Men's 4 x 100 metres Relay, Athletics Men's Long Jump",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Sprint",22.0
"Gymnastics Men's Individual All-Around, Gymnastics Men's Team All-Around",22.0
"Equestrianism Mixed Three-Day Event, Individual, Equestrianism Mixed Three-Day Event, Team, Modern Pentathlon Men's Individual, Modern Pentathlon Men's Team",22.0
"Badminton Women's Doubles, Judo Women's Heavyweight, Short Track Speed Skating Women's 3,000 metres Relay",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's Sprint, Cross Country Skiing Women's Team Sprint",22.0
"Swimming Women's 100 metres Breaststroke, Swimming Women's 200 metres Breaststroke, Swimming Women's 200 metres Individual Medley, Swimming Women's 400 metres Individual Medley",22.0
"Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's 50 kilometres, Weightlifting Men's Featherweight",22.0
"Swimming Women's 100 metres Breaststroke, Swimming Women's 100 metres Butterfly, Swimming Women's 200 metres Breaststroke, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Freestyle Relay",22.0
"Water Polo Men's Water Polo, Wrestling Men's Lightweight, Greco-Roman",22.0
"Baseball Men's Baseball, Short Track Speed Skating Women's 1,000 metres, Short Track Speed Skating Women's 1,500 metres, Short Track Speed Skating Women's 3,000 metres Relay, Short Track Speed Skating Women's 500 metres",22.0
"Baseball Men's Baseball, Judo Men's Half-Heavyweight",22.0
"Basketball Men's Basketball, Gymnastics Men's Floor Exercise, Gymnastics Men's Horizontal Bar, Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Rings, Gymnastics Men's Team All-Around",22.0
"Fencing Men's Foil, Individual, Fencing Men's Foil, Team, Fencing Men's Sabre, Team, Fencing Men's epee, Individual, Fencing Men's epee, Team",22.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Backstroke, Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 400 metres Freestyle, Swimming Women's 800 metres Freestyle",22.0
"Baseball Men's Baseball, Judo Men's Middleweight, Shooting Men's Double Trap, Speed Skating Men's 1,000 metres, Speed Skating Men's 500 metres, Table Tennis Women's Doubles, Table Tennis Women's Singles, Table Tennis Women's Team",22.0
"Biathlon Men's 10 kilometres Sprint, Biathlon Men's 12.5 kilometres Pursuit, Biathlon Men's 15 kilometres Mass Start, Biathlon Men's 4 x 7.5 kilometres Relay, Cross Country Skiing Men's 50 kilometres",22.0
"Canoeing Men's Folding Kayak Singles, 10 kilometres, Canoeing Men's Kayak Singles, 1,000 metres, Canoeing Men's Kayak Singles, 10,000 metres",22.0
"Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 30 km Skiathlon, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's 50 kilometres",22.0
"Athletics Men's 1,500 metres, Athletics Men's 10,000 metres, Athletics Men's 3,000 metres Steeplechase, Athletics Men's 3,000 metres, Team, Athletics Men's 5,000 metres, Athletics Men's Cross-Country, Individual, Athletics Men's Cross-Country, Team",22.0
"Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Team All-Around",22.0
"Biathlon Men's 10 kilometres Sprint, Biathlon Men's 20 kilometres, Biathlon Men's 4 x 7.5 kilometres Relay, Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 50 metres Freestyle",22.0
Athletics Men's 200 metres Hurdles,22.0
"Shooting Men's Free Rifle, Three Positions, 300 metres, Shooting Men's Small-Bore Rifle, Prone, 50 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres, Shooting Mixed Small-Bore Rifle, Prone, 50 metres, Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit",22.0
"Shooting Men's Air Pistol, 10 metres, Shooting Men's Free Pistol, 50 metres, Shooting Mixed Free Pistol, 50 metres, Shooting Mixed Rapid-Fire Pistol, 25 metres",22.0
"Athletics Men's 1,500 metres, Athletics Men's 1,500 metres Walk, Athletics Men's 3 mile, Team, Athletics Men's 3,000 metres, Team, Athletics Men's 3,200 metres Steeplechase, Athletics Men's 5 mile, Athletics Men's 5,000 metres, Athletics Men's 800 metres, Athletics Men's Cross-Country, Individual, Athletics Men's Cross-Country, Team",22.0
"Swimming Women's 100 metres Butterfly, Swimming Women's 200 metres Butterfly, Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay",22.0
"Athletics Men's 4 x 400 metres Relay, Athletics Men's Decathlon, Athletics Men's Long Jump, Athletics Men's Pentathlon",22.0
"Alpine Skiing Women's Combined, Alpine Skiing Women's Giant Slalom",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Sprint",22.0
"Biathlon Men's 10 kilometres Sprint, Biathlon Men's 12.5 kilometres Pursuit, Biathlon Men's 20 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint, Speed Skating Women's 1,500 metres, Speed Skating Women's 3,000 metres, Speed Skating Women's 5,000 metres",22.0
"Volleyball Men's Volleyball, Wrestling Men's Middleweight, Greco-Roman",22.0
"Art Competitions Mixed Architecture, Architectural Designs, Art Competitions Mixed Architecture, Designs For Town Planning, Shooting Men's Rapid-Fire Pistol, 25 metres, Shooting Men's Small-Bore Rifle, Prone, 50 metres",22.0
"Biathlon Men's 10 kilometres Sprint, Biathlon Men's 12.5 kilometres Pursuit, Biathlon Men's 20 kilometres, Biathlon Men's 4 x 7.5 kilometres Relay, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Sprint",22.0
"Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Doubles, 200 metres, Canoeing Men's Kayak Doubles, 500 metres",22.0
"Biathlon Women's 12.5 kilometres Mass Start, Biathlon Women's 15 kilometres, Biathlon Women's 7.5 kilometres Sprint, Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Sprint",22.0
"Alpine Skiing Women's Giant Slalom, Alpine Skiing Women's Slalom, Short Track Speed Skating Women's 1,000 metres, Short Track Speed Skating Women's 3,000 metres Relay, Short Track Speed Skating Women's 500 metres, Taekwondo Women's Flyweight",22.0
"Athletics Men's 110 metres Hurdles, Athletics Men's 4 x 100 metres Relay",21.96
"Cycling Men's Road Race, Individual, Cycling Men's Road Race, Team",21.94
Cycling Women's Sprint,21.93
Taekwondo Women's Flyweight,21.93
"Canoeing Men's Canadian Doubles, 1,000 metres, Canoeing Men's Canadian Doubles, 500 metres, Canoeing Men's Canadian Singles, 1,000 metres, Canoeing Men's Canadian Singles, 500 metres",21.93
"Speed Skating Men's 1,500 metres, Speed Skating Men's 10,000 metres, Speed Skating Men's 5,000 metres, Speed Skating Men's 500 metres",21.9
Freestyle Skiing Women's Aerials,21.89
"Athletics Men's 4 x 100 metres Relay, Athletics Men's Long Jump",21.88
"Nordic Combined Men's Individual, Nordic Combined Men's Team",21.86
"Cycling Men's 100 kilometres Team Time Trial, Cycling Men's Individual Pursuit, 4,000 metres, Cycling Men's Team Pursuit, 4,000 metres",21.86
"Canoeing Women's Kayak Doubles, 500 metres, Canoeing Women's Kayak Fours, 500 metres, Canoeing Women's Kayak Singles, 500 metres",21.86
Athletics Women's 200 metres,21.86
"Cycling Men's 100 kilometres Team Time Trial, Cycling Men's Road Race, Individual, Cycling Men's Team Pursuit, 4,000 metres",21.85
"Speed Skating Women's 1,500 metres, Speed Skating Women's 3,000 metres",21.84
Diving Men's Springboard,21.84
"Athletics Women's 100 metres, Athletics Women's 200 metres",21.84
"Weightlifting Women's Lightweight, Weightlifting Women's Middleweight",21.83
"Ski Jumping Men's Large Hill, Individual, Ski Jumping Men's Normal Hill, Individual",21.83
"Short Track Speed Skating Men's 1,000 metres, Short Track Speed Skating Men's 1,500 metres",21.83
"Boxing Men's Light-Heavyweight, Boxing Men's Light-Middleweight",21.83
"Cycling Men's Sprint, Cycling Men's Tandem Sprint, 2,000 metres",21.82
"Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Doubles, 500 metres, Canoeing Men's Kayak Fours, 1,000 metres",21.82
"Canoeing Men's Kayak Fours, 1,000 metres, Canoeing Men's Kayak Singles, 1,000 metres, Canoeing Men's Kayak Singles, 500 metres",21.8
"Athletics Women's 100 metres Hurdles, Athletics Women's Long Jump",21.8
"Tennis Mixed Doubles, Tennis Women's Doubles, Tennis Women's Singles",21.8
"Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Doubles, 500 metres, Canoeing Men's Kayak Singles, 500 metres",21.8
"Athletics Women's 80 metres Hurdles, Athletics Women's Long Jump",21.8
"Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 50 metres Freestyle",21.8
"Swimming Men's 100 metres Butterfly, Swimming Men's 4 x 100 metres Freestyle Relay",21.8
"Athletics Men's 4 x 100 metres Relay, Athletics Men's 4 x 400 metres Relay, Athletics Men's 400 metres",21.8
"Boxing Men's Bantamweight, Boxing Men's Featherweight",21.8
"Swimming Men's 100 metres Butterfly, Swimming Men's 4 x 100 metres Medley Relay",21.8
"Athletics Men's 200 metres, Athletics Men's 4 x 400 metres Relay, Athletics Men's 400 metres",21.79
"Ski Jumping Men's Large Hill, Individual",21.79
"Speed Skating Women's 1,000 metres, Speed Skating Women's 1,500 metres, Speed Skating Women's 500 metres, Speed Skating Women's Team Pursuit (6 laps)",21.78
"Figure Skating Mixed Ice Dancing, Figure Skating Mixed Team",21.78
"Swimming Men's 100 metres Butterfly, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay",21.75
"Athletics Men's 100 metres, Athletics Men's 200 metres, Athletics Men's 4 x 100 metres Relay, Athletics Men's Long Jump",21.75
"Nordic Combined Men's Normal Hill / 10 km, Individual, Nordic Combined Men's Team",21.75
"Weightlifting Women's Featherweight, Weightlifting Women's Flyweight",21.75
"Alpine Skiing Women's Combined, Alpine Skiing Women's Giant Slalom, Alpine Skiing Women's Super G",21.75
"Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Fours, 1,000 metres, Canoeing Men's Kayak Singles, 1,000 metres, Canoeing Men's Kayak Singles, 500 metres",21.75
"Athletics Women's 100 metres Hurdles, Athletics Women's 80 metres Hurdles",21.75
"Swimming Men's 100 metres Breaststroke, Swimming Men's 4 x 100 metres Medley Relay",21.74
"Tennis Women's Doubles, Tennis Women's Singles",21.72
"Cycling Men's 100 kilometres Team Time Trial, Cycling Men's Individual Pursuit, 4,000 metres, Cycling Men's Road Race, Individual, Cycling Men's Team Pursuit, 4,000 metres",21.71
"Alpine Skiing Men's Giant Slalom, Alpine Skiing Men's Slalom",21.71
"Speed Skating Men's 1,500 metres, Speed Skating Men's 5,000 metres, Speed Skating Men's 500 metres",21.71
