Event,Average Age
Athletics Women's 400 metres,22.26
"Rowing Women's Coxed Fours, Rowing Women's Coxed Quadruple Sculls",22.25
"Athletics Men's Discus Throw, Athletics Men's Discus Throw, Both Hands",22.25
"Speed Skating Men's 1,000 metres, Speed Skating Men's 1,500 metres, Speed Skating Men's 10,000 metres, Speed Skating Men's 5,000 metres, Speed Skating Men's Team Pursuit (8 laps)",22.25
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",22.25
"Wrestling Men's Bantamweight, Greco-Roman, Wrestling Men's Featherweight, Greco-Roman",22.24
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 10/15 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's 50 kilometres",22.23
Speed Skating Women's 500 metres,22.23
"Gymnastics Men's Floor Exercise, Gymnastics Men's Horizontal Bar, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Rings, Gymnastics Men's Team All-Around",22.23
"Snowboarding Women's Parallel Giant Slalom, Snowboarding Women's Parallel Slalom",22.23
"Speed Skating Men's 1,500 metres, Speed Skating Men's 500 metres",22.22
"Biathlon Women's 10 kilometres Pursuit, Biathlon Women's 15 kilometres, Biathlon Women's 4 x 6 kilometres Relay, Biathlon Women's 7.5 kilometres Sprint",22.21
"Wrestling Men's Lightweight, Freestyle, Wrestling Men's Welterweight, Freestyle",22.21
Athletics Women's 80 metres Hurdles,22.21
"Athletics Women's 100 metres, Athletics Women's 4 x 100 metres Relay",22.21
"Cycling Men's Points Race, Cycling Men's Road Race, Individual",22.21
Short Track Speed Skating Men's 500 metres,22.2
"Athletics Women's 4 x 400 metres Relay, Athletics Women's 400 metres, Athletics Women's 400 metres Hurdles",22.2
"Athletics Men's High Jump, Athletics Men's Long Jump",22.2
"Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 200 metres Freestyle Relay",22.2
"Biathlon Women's 4 x 6 kilometres Relay, Biathlon Women's 7.5 kilometres Sprint",22.2
Synchronized Swimming Women's Team,22.2
"Alpine Skiing Men's Downhill, Alpine Skiing Men's Giant Slalom",22.18
"Short Track Speed Skating Men's 1,000 metres",22.17
Alpine Skiing Women's Slalom,22.17
"Judo Women's Half-Middleweight, Judo Women's Lightweight",22.17
Boxing Men's Flyweight,22.13
"Biathlon Women's 10 kilometres Pursuit, Biathlon Women's 15 kilometres, Biathlon Women's 4 x 6 kilometres Relay, Biathlon Women's 4 x 7.5 kilometres Relay, Biathlon Women's 7.5 kilometres Sprint",22.13
Boxing Men's Light-Flyweight,22.13
"Speed Skating Women's 1,500 metres, Speed Skating Women's 3,000 metres, Speed Skating Women's 5,000 metres, Speed Skating Women's Team Pursuit (6 laps)",22.12
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 10/15 kilometres Pursuit, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay",22.12
Boxing Men's Bantamweight,22.12
"Short Track Speed Skating Women's 1,000 metres, Short Track Speed Skating Women's 500 metres",22.12
Athletics Women's High Jump,22.12
"Athletics Women's 200 metres, Athletics Women's 4 x 100 metres Relay, Athletics Women's 4 x 400 metres Relay",22.11
"Gymnastics Men's Floor Exercise, Gymnastics Men's Horizontal Bar, Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Team All-Around",22.11
"Judo Men's Extra-Lightweight, Judo Men's Half-Lightweight",22.11
"Alpine Skiing Men's Combined, Alpine Skiing Men's Giant Slalom, Alpine Skiing Men's Slalom",22.11
"Cycling Men's 1,000 metres Time Trial",22.11
Swimming Men's 4 x 100 metres Freestyle Relay,22.1
"Athletics Men's 100 metres, Athletics Men's Long Jump",22.1
"Boxing Men's Light-Heavyweight, Boxing Men's Middleweight",22.1
"Sailing Women's One Person Dinghy, Sailing Women's Three Person Keelboat",22.09
"Speed Skating Men's 1,500 metres, Speed Skating Men's 10,000 metres, Speed Skating Men's 5,000 metres",22.08
"Short Track Speed Skating Men's 1,000 metres, Short Track Speed Skating Men's 5,000 metres Relay, Short Track Speed Skating Men's 500 metres",22.07
Swimming Men's 200 metres Individual Medley,22.07
"Cycling Men's Individual Pursuit, 4,000 metres, Cycling Men's Team Pursuit, 4,000 metres",22.07
"Speed Skating Men's 1,000 metres, Speed Skating Men's 1,500 metres, Speed Skating Men's 500 metres",22.06
"Weightlifting Men's Featherweight, Weightlifting Men's Lightweight",22.04
"Nordic Combined Men's Individual, Nordic Combined Men's Sprint, Nordic Combined Men's Team",22.04
"Luge Men's Singles, Luge Mixed (Men)'s Doubles",22.01
"Wrestling Men's Heavyweight, Freestyle, Wrestling Men's Super-Heavyweight, Greco-Roman",22.0
"Judo Men's Middleweight, Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Butterfly, Swimming Men's 4 x 100 metres Medley Relay",22.0
"Cycling Men's Individual Pursuit, 4,000 metres, Cycling Men's Points Race, Cycling Men's Team Pursuit, 4,000 metres",22.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Medley Relay",22.0
"Cycling Men's Individual Pursuit, 4,000 metres, Cycling Men's Madison, Cycling Men's Team Pursuit, 4,000 metres",22.0
"Athletics Women's 100 metres, Athletics Women's 4 x 100 metres Relay, Athletics Women's Discus Throw",22.0
"Judo Men's Half-Heavyweight, Judo Men's Half-Middleweight, Judo Men's Middleweight",22.0
"Sailing Mixed Multihull, Sailing Women's Three Person Keelboat, Sailing Women's Two Person Dinghy",22.0
"Alpine Skiing Men's Giant Slalom, Alpine Skiing Men's Slalom, Volleyball Men's Volleyball",22.0
"Athletics Men's 100 metres, Athletics Men's Decathlon, Athletics Men's Long Jump",22.0
"Athletics Men's Decathlon, Basketball Men's Basketball",22.0
"Wrestling Men's Heavyweight, Greco-Roman, Wrestling Men's Light-Heavyweight, Greco-Roman, Wrestling Men's Middleweight, Greco-Roman",22.0
"Athletics Women's 100 metres, Athletics Women's 4 x 400 metres Relay",22.0
"Alpine Skiing Men's Giant Slalom, Alpine Skiing Men's Slalom, Swimming Men's 100 metres Breaststroke, Swimming Men's 200 metres Breaststroke",22.0
"Athletics Men's 200 metres, Athletics Men's 4 x 400 metres Relay, Athletics Men's 400 metres, Athletics Men's Long Jump",22.0
"Cycling Men's Individual Pursuit, 4,000 metres, Cycling Men's Sprint, Cycling Men's Team Pursuit, 4,000 metres",22.0
"Sailing Mixed Three Person Keelboat, Sailing Mixed Two Person Dinghy, Sailing Mixed Two Person Keelboat",22.0
"Cycling Men's Omnium, Cycling Men's Points Race",22.0
"Athletics Men's 56-pound Weight Throw, Athletics Men's Discus Throw, Athletics Men's Hammer Throw, Athletics Men's Shot Put",22.0
"Speed Skating Men's 1,000 metres, Speed Skating Men's 1,500 metres, Speed Skating Men's 5,000 metres, Speed Skating Men's Team Pursuit (8 laps)",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's Sprint",22.0
"Handball Men's Handball, Rowing Men's Coxed Fours",22.0
"Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 400 metres Freestyle",22.0
"Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay",22.0
"Athletics Women's 4 x 100 metres Relay, Athletics Women's 80 metres Hurdles, Athletics Women's Javelin Throw",22.0
"Cycling Men's Road Race, Individual, Cycling Men's Road Race, Team, Cycling Men's Team Pursuit, 4,000 metres",22.0
"Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 400 metres Individual Medley",22.0
"Athletics Men's 110 metres Hurdles, Athletics Men's 4 x 100 metres Relay, Athletics Men's 400 metres Hurdles",22.0
Gymnastics Women's Horse Vault,22.0
"Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",22.0
"Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Water Polo Men's Water Polo",22.0
"Athletics Men's 110 metres Hurdles, Athletics Men's 4 x 100 metres Relay, Athletics Men's 400 metres Hurdles, Athletics Men's Decathlon",22.0
"Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 200 metres Freestyle Relay",22.0
"Snowboarding Men's Boardercross, Snowboarding Men's Giant Slalom, Snowboarding Men's Parallel Giant Slalom, Snowboarding Men's Parallel Slalom",22.0
"Athletics Men's 1,500 metres, Athletics Men's 4 x 400 metres Relay, Athletics Men's 5,000 metres, Athletics Men's Marathon",22.0
"Athletics Women's 200 metres, Athletics Women's 4 x 100 metres Relay, Athletics Women's 400 metres Hurdles",22.0
"Athletics Women's 100 metres, Athletics Women's High Jump, Athletics Women's Shot Put",22.0
"Athletics Women's 20 kilometres Walk, Football Women's Football",22.0
"Cycling Men's Keirin, Cycling Men's Sprint, Cycling Men's Team Sprint, Handball Men's Handball",22.0
"Bobsleigh Men's Four, Bobsleigh Men's Two, Luge Men's Singles, Luge Mixed Team Relay",22.0
"Athletics Men's 800 metres, Nordic Combined Men's Individual, Nordic Combined Men's Team",22.0
"Judo Men's Open Class, Wrestling Men's Lightweight, Greco-Roman, Wrestling Men's Welterweight, Freestyle, Wrestling Men's Welterweight, Greco-Roman",22.0
"Athletics Men's 10,000 metres, Athletics Men's 3,000 metres Steeplechase, Athletics Men's 5,000 metres, Athletics Men's Marathon",22.0
"Athletics Women's 200 metres, Athletics Women's 80 metres Hurdles",22.0
"Athletics Men's 100 metres, Gymnastics Men's Team All-Around",22.0
"Hockey Men's Hockey, Wrestling Men's Welterweight, Freestyle",22.0
"Athletics Women's 200 metres, Athletics Women's 4 x 100 metres Relay, Athletics Women's Pentathlon",22.0
"Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 km Skiathlon, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint, Cross Country Skiing Men's Team Sprint",22.0
"Athletics Men's 110 metres Hurdles, Athletics Men's 200 metres Hurdles, Athletics Men's 400 metres, Athletics Men's 400 metres Hurdles",22.0
"Hockey Men's Hockey, Shooting Mixed Free Pistol, 50 metres",22.0
"Hockey Women's Hockey, Speed Skating Women's 1,000 metres, Speed Skating Women's 500 metres",22.0
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 10/15 kilometres Pursuit, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint",22.0
"Speed Skating Men's 1,500 metres, Speed Skating Men's 10,000 metres, Speed Skating Men's 500 metres",22.0
"Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Sprint",22.0
"Rowing Women's Coxed Eights, Rowing Women's Coxed Fours, Rowing Women's Coxless Pairs, Rowing Women's Double Sculls",22.0
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 10/15 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's Sprint",22.0
"Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 km Skiathlon, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Team Sprint",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's Sprint",22.0
"Athletics Men's Javelin Throw, Canoeing Men's Kayak Relay 4 x 500 metres",22.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 10 kilometres Open Water, Swimming Men's 400 metres Individual Medley",22.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 200 metres Freestyle Relay",22.0
"Rowing Men's Lightweight Coxless Fours, Rowing Men's Lightweight Double Sculls, Rowing Men's Single Sculls",22.0
"Boxing Men's Light-Welterweight, Boxing Men's Lightweight, Boxing Men's Welterweight",22.0
"Alpine Skiing Men's Combined, Alpine Skiing Men's Slalom, Alpine Skiing Men's Super G",22.0
Cross Country Skiing Women's 15 km Skiathlon,22.0
"Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit, Cycling Women's Mountainbike, Cross-Country",22.0
"Athletics Women's 1,500 metres, Basketball Women's Basketball",22.0
"Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres",22.0
"Athletics Men's Javelin Throw, Athletics Men's Javelin Throw, Freestyle",22.0
"Rowing Men's Coxless Fours, Tennis Men's Singles",22.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",22.0
"Athletics Women's 10,000 metres, Athletics Women's 3,000 metres Steeplechase, Athletics Women's Marathon",22.0
"Athletics Women's 10,000 metres, Athletics Women's 3,000 metres, Athletics Women's 800 metres, Athletics Women's Marathon",22.0
"Sailing Men's Two Person Dinghy, Sailing Mixed Multihull, Sailing Mixed Three Person Keelboat",22.0
"Athletics Women's 1,500 metres, Athletics Women's 10,000 metres, Athletics Women's 3,000 metres, Athletics Women's 5,000 metres",22.0
"Boxing Men's Lightweight, Shooting Mixed Rapid-Fire Pistol, 25 metres",22.0
"Rowing Women's Coxed Eights, Rowing Women's Coxless Fours, Rowing Women's Quadruple Sculls",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Sprint",22.0
"Athletics Men's Long Jump, Rugby Men's Rugby",22.0
"Rowing Women's Lightweight Double Sculls, Rowing Women's Single Sculls",22.0
"Athletics Men's Marathon, Sailing Mixed Three Person Keelboat",22.0
"Short Track Speed Skating Women's 1,000 metres",22.0
"Athletics Men's Pentathlon (Ancient), Athletics Men's Pole Vault",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's Team Sprint",22.0
"Athletics Men's Pentathlon, Athletics Men's Triple Jump",22.0
"Rowing Women's Coxless Pairs, Rowing Women's Double Sculls, Rowing Women's Single Sculls",22.0
"Rowing Women's Coxed Quadruple Sculls, Rowing Women's Quadruple Sculls, Rowing Women's Single Sculls",22.0
"Athletics Men's Long Jump, Athletics Men's Standing High Jump, Athletics Men's Standing Long Jump, Athletics Men's Triple Jump",22.0
"Athletics Men's Long Jump, Athletics Men's Pole Vault, Gymnastics Men's Team All-Around, Swedish System",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres",22.0
"Rowing Women's Coxed Fours, Rowing Women's Coxed Quadruple Sculls, Rowing Women's Quadruple Sculls",22.0
Athletics Men's Standing Long Jump,22.0
"Athletics Men's Triple Jump, Bobsleigh Men's Four",22.0
"Athletics Men's Long Jump, Athletics Men's Pole Vault",22.0
"Canoeing Men's Kayak Doubles, 1,000 metres, Diving Men's Springboard, Diving Men's Synchronized Springboard",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres, Swimming Women's 100 metres Butterfly",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 5 kilometres",22.0
"Athletics Men's High Jump, Rowing Men's Quadruple Sculls, Sailing Men's Windsurfer",22.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 50 metres Freestyle",22.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 50 metres Freestyle",22.0
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 10/15 kilometres Pursuit, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint",22.0
"Alpine Skiing Men's Downhill, Boxing Men's Featherweight",22.0
"Cycling Men's 1,000 metres Time Trial, Cycling Men's Individual Pursuit, 4,000 metres, Cycling Men's Points Race",22.0
"Cycling Men's 1,000 metres Time Trial, Cycling Men's Individual Pursuit, 4,000 metres, Cycling Men's Sprint, Cycling Men's Team Pursuit, 4,000 metres",22.0
"Cycling Men's 1,000 metres Time Trial, Cycling Men's Keirin, Cycling Men's Sprint, Cycling Men's Team Sprint",22.0
"Cycling Men's 1,000 metres Time Trial, Cycling Men's Points Race, Cycling Men's Road Race, Individual",22.0
"Athletics Men's 1,500 metres, Athletics Men's 5 mile",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Sprint",22.0
"Athletics Men's 400 metres Hurdles, Bobsleigh Men's Four",22.0
"Wrestling Men's Light-Heavyweight, Freestyle, Wrestling Men's Middleweight, Freestyle, Wrestling Men's Welterweight, Freestyle",22.0
"Ski Jumping Men's Large Hill, Team, Ski Jumping Men's Normal Hill, Individual",22.0
"Athletics Women's 100 metres Hurdles, Athletics Women's 4 x 400 metres Relay, Athletics Women's 400 metres Hurdles",22.0
"Cycling Men's 100 kilometres Team Time Trial, Cycling Men's Individual Time Trial",22.0
"Speed Skating Men's 1,500 metres, Speed Skating Men's 5,000 metres, Speed Skating Men's Team Pursuit (8 laps)",22.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Medley Relay",22.0
"Cycling Men's 100 kilometres Team Time Trial, Cycling Men's Mountainbike, Cross-Country, Cycling Men's Road Race, Individual",22.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit",22.0
"Athletics Men's 1,500 metres, Athletics Men's 4 x 400 metres Relay, Athletics Men's 800 metres",22.0
"Athletics Men's 100 metres, Athletics Men's 4 x 100 metres Relay, Wrestling Men's Bantamweight, Greco-Roman",22.0
"Cycling Men's 100 kilometres Team Time Trial, Cycling Men's Road Race, Individual, Speed Skating Men's 10,000 metres, Speed Skating Men's 5,000 metres, Speed Skating Men's Team Pursuit (8 laps)",22.0
"Alpine Skiing Men's Giant Slalom, Alpine Skiing Men's Slalom, Athletics Women's Javelin Throw, Baseball Men's Baseball",22.0
"Swimming Men's 100 metres Breaststroke, Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Butterfly, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay",22.0
"Athletics Men's 100 metres, Athletics Men's 200 metres, Athletics Men's Long Jump",22.0
"Athletics Men's Hammer Throw, Bobsleigh Men's Four",22.0
"Wrestling Men's Lightweight, Freestyle, Wrestling Men's Middleweight, Freestyle, Wrestling Men's Welterweight, Greco-Roman",22.0
"Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Relay 4 x 500 metres, Hockey Men's Hockey",22.0
"Boxing Men's Heavyweight, Boxing Men's Light-Middleweight",22.0
"Speed Skating Men's 500 metres, Wrestling Men's Middleweight, Greco-Roman, Wrestling Men's Welterweight, Greco-Roman",22.0
"Rowing Men's Coxed Fours, Rowing Men's Coxless Pairs, Rowing Men's Single Sculls",22.0
"Athletics Women's 100 metres Hurdles, Athletics Women's 80 metres Hurdles, Athletics Women's Long Jump",22.0
"Rowing Men's Coxed Fours, Rowing Men's Coxless Fours, Rowing Men's Coxless Pairs",22.0
"Wrestling Men's Middleweight, Freestyle, Wrestling Men's Middleweight, Greco-Roman, Wrestling Men's Welterweight, Freestyle, Wrestling Men's Welterweight, Greco-Roman",22.0
"Rowing Men's Coxed Fours, Rowing Men's Coxed Pairs, Rowing Men's Double Sculls, Rowing Men's Quadruple Sculls",22.0
"Rowing Men's Coxed Fours, Rowing Men's Coxed Pairs, Rowing Men's Coxless Pairs",22.0
"Wrestling Men's Middleweight A, Greco-Roman, Wrestling Men's Middleweight, Freestyle, Wrestling Men's Middleweight, Greco-Roman",22.0
"Athletics Women's 100 metres Hurdles, Basketball Women's Basketball",22.0
"Athletics Women's 100 metres, Athletics Women's 100 metres Hurdles",22.0
"Boxing Men's Featherweight, Diving Men's Springboard",22.0
"Athletics Women's 100 metres, Athletics Women's 100 metres Hurdles, Athletics Women's 200 metres, Athletics Women's 400 metres Hurdles",22.0
"Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's Sprint",22.0
"Sailing Men's Windsurfer, Sailing Mixed Multihull",22.0
"Boxing Men's Featherweight, Boxing Men's Lightweight, Curling Men's Curling",22.0
"Speed Skating Men's 10,000 metres, Speed Skating Men's Team Pursuit (8 laps)",22.0
"Boxing Men's Featherweight, Boxing Men's Lightweight, Boxing Men's Welterweight",22.0
Swimming Women's 10 kilometres Open Water,22.0
"Ice Hockey Men's Ice Hockey, Nordic Combined Men's Large Hill / 10 km, Individual, Nordic Combined Men's Normal Hill / 10 km, Individual, Nordic Combined Men's Team",22.0
"Athletics Men's 100 metres, Athletics Men's 110 metres Hurdles, Athletics Men's 200 metres",22.0
"Athletics Men's 1,500 metres, Athletics Men's 2,590 metres Steeplechase, Athletics Men's 3,200 metres Steeplechase, Athletics Men's 4 mile, Team, Athletics Men's 400 metres, Athletics Men's 800 metres",22.0
"Canoeing Men's Canadian Doubles, 500 metres, Canoeing Men's Canadian Singles, 1,000 metres, Canoeing Men's Canadian Singles, 500 metres",22.0
"Weightlifting Men's Super-Heavyweight, Wrestling Men's Heavyweight, Freestyle",22.0
"Taekwondo Men's Featherweight, Taekwondo Men's Welterweight",22.0
"Athletics Men's 110 metres Hurdles, Athletics Men's Decathlon, Athletics Men's Javelin Throw",22.0
Cycling Women's Keirin,22.0
"Weightlifting Men's Lightweight, Wrestling Men's Featherweight, Greco-Roman",22.0
"Gymnastics Men's Floor Exercise, Gymnastics Men's Individual All-Around, Gymnastics Men's Pommelled Horse",22.0
"Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 30 km Skiathlon, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint",22.0
"Weightlifting Men's Light-Heavyweight, Weightlifting Men's Lightweight, Weightlifting Men's Middleweight",22.0
"Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 50 kilometres, Rowing Men's Single Sculls",22.0
"Wrestling Men's Bantamweight, Greco-Roman, Wrestling Men's Light-Flyweight, Greco-Roman",22.0
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 10/15 kilometres Pursuit, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 50 kilometres, Weightlifting Men's Middle-Heavyweight",22.0
"Wrestling Men's Featherweight, Freestyle, Wrestling Men's Featherweight, Greco-Roman, Wrestling Men's Lightweight, Freestyle",22.0
"Weightlifting Men's Heavyweight, Weightlifting Men's Light-Heavyweight",22.0
"Wrestling Men's Featherweight, Freestyle, Wrestling Men's Featherweight, Greco-Roman, Wrestling Men's Lightweight, Freestyle, Wrestling Men's Lightweight, Greco-Roman",22.0
"Athletics Women's Javelin Throw, Baseball Men's Baseball, Fencing Women's epee, Individual, Fencing Women's epee, Team, Handball Women's Handball, Speed Skating Women's 1,000 metres",22.0
"Athletics Men's 4 x 400 metres Relay, Athletics Men's 400 metres, Athletics Men's 800 metres, Bobsleigh Men's Four",22.0
"Athletics Women's Javelin Throw, Volleyball Women's Volleyball",22.0
"Shooting Men's Free Rifle, Three Positions, 300 metres, Shooting Men's Rapid-Fire Pistol, 25 metres, Shooting Men's Small-Bore Rifle, Prone, 50 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",22.0
"Fencing Women's Foil, Individual, Fencing Women's epee, Individual, Fencing Women's epee, Team",22.0
"Gymnastics Men's Floor Exercise, Gymnastics Men's Horizontal Bar, Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Pommelled Horse, Gymnastics Men's Rings, Gymnastics Men's Team All-Around",22.0
"Biathlon Men's 20 kilometres, Biathlon Men's 4 x 7.5 kilometres Relay, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres",22.0
"Gymnastics Men's Horizontal Bar, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Team All-Around",22.0
"Gymnastics Men's Horizontal Bar, Gymnastics Men's Individual All-Around, Gymnastics Men's Pommelled Horse, Gymnastics Men's Team All-Around",22.0
"Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's Sprint, Cross Country Skiing Men's Team Sprint",22.0
"Athletics Men's 3,200 metres Steeplechase",22.0
"Football Men's Football, Swimming Men's 100 metres Breaststroke, Swimming Men's 200 metres Breaststroke",22.0
"Biathlon Men's 15 kilometres Mass Start, Biathlon Men's 20 kilometres, Biathlon Men's 4 x 7.5 kilometres Relay",22.0
"Swimming Women's 200 metres Backstroke, Swimming Women's 200 metres Freestyle",22.0
"Gymnastics Men's Floor Exercise, Gymnastics Men's Horizontal Bar, Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Rings, Gymnastics Men's Team All-Around, Rowing Men's Double Sculls",22.0
"Athletics Men's 110 metres Hurdles, Athletics Men's Long Jump, Athletics Men's Standing Long Jump, Athletics Men's Triple Jump",22.0
"Swimming Women's 200 metres Freestyle, Swimming Women's 200 metres Individual Medley, Swimming Women's 400 metres Individual Medley",22.0
"Cycling Women's Road Race, Individual, Speed Skating Women's 1,500 metres, Speed Skating Women's 3,000 metres, Speed Skating Women's 5,000 metres",22.0
"Athletics Men's 4 x 100 metres Relay, Athletics Men's 800 metres",22.0
